# avoid	prefer	kind	tier	fix_hint	pattern	notes
# kind: autofix | phrase_flag | tier1_phrase | template | skip

contract redlining		phrase_flag	2	say what you mean plainly		bulk biz
procurement cycle		phrase_flag	2	say what you mean plainly		bulk biz
vendor onboarding		phrase_flag	2	say what you mean plainly		bulk biz
change management		phrase_flag	2	say what you mean plainly		bulk biz
org design		phrase_flag	2	say what you mean plainly		bulk biz
operating model		phrase_flag	2	say what you mean plainly		bulk biz
target operating model		phrase_flag	2	say what you mean plainly		bulk biz
business model canvas		phrase_flag	2	say what you mean plainly		bulk biz
lean canvas		phrase_flag	2	say what you mean plainly		bulk biz
OKR rollout		phrase_flag	2	say what you mean plainly		bulk biz
transformation office		phrase_flag	2	say what you mean plainly		bulk biz
PMO governance		phrase_flag	2	say what you mean plainly		bulk biz
stage-gate process		phrase_flag	2	say what you mean plainly		bulk biz
waterfall plan		phrase_flag	2	say what you mean plainly		bulk biz
agile transformation		phrase_flag	2	say what you mean plainly		bulk biz
scaled agile		phrase_flag	2	say what you mean plainly		bulk biz
safe agile		phrase_flag	2	say what you mean plainly		bulk biz
devops maturity		phrase_flag	2	say what you mean plainly		bulk biz
SRE culture		phrase_flag	2	say what you mean plainly		bulk biz
platform engineering		phrase_flag	2	say what you mean plainly		bulk biz
internal developer platform		phrase_flag	2	say what you mean plainly		bulk biz
golden path		phrase_flag	2	say what you mean plainly		bulk biz
paved road		phrase_flag	2	say what you mean plainly		bulk biz
align on strategy		phrase_flag	2	use plain wording		bulk vrb
align on execution		phrase_flag	2	use plain wording		bulk vrb
align on priorities		phrase_flag	2	use plain wording		bulk vrb
align on roadmap		phrase_flag	2	use plain wording		bulk vrb
align on vision		phrase_flag	2	use plain wording		bulk vrb
align on narrative		phrase_flag	2	use plain wording		bulk vrb
align on thesis		phrase_flag	2	use plain wording		bulk vrb
align on charter		phrase_flag	2	use plain wording		bulk vrb
align on principles		phrase_flag	2	use plain wording		bulk vrb
align on tradeoffs		phrase_flag	2	use plain wording		bulk vrb
align on dependencies		phrase_flag	2	use plain wording		bulk vrb
align on assumptions		phrase_flag	2	use plain wording		bulk vrb
align on risks		phrase_flag	2	use plain wording		bulk vrb
align on mitigations		phrase_flag	2	use plain wording		bulk vrb
align on rollout		phrase_flag	2	use plain wording		bulk vrb
align on launch		phrase_flag	2	use plain wording		bulk vrb
align on pilot		phrase_flag	2	use plain wording		bulk vrb
align on beta		phrase_flag	2	use plain wording		bulk vrb
align on GA plan		phrase_flag	2	use plain wording		bulk vrb
align on GTM motion		phrase_flag	2	use plain wording		bulk vrb
align on ICP		phrase_flag	2	use plain wording		bulk vrb
align on TAM		phrase_flag	2	use plain wording		bulk vrb
align on SAM		phrase_flag	2	use plain wording		bulk vrb
align on SOM		phrase_flag	2	use plain wording		bulk vrb
align on ARR target		phrase_flag	2	use plain wording		bulk vrb
align on NRR goal		phrase_flag	2	use plain wording		bulk vrb
align on GDRP posture		phrase_flag	2	use plain wording		bulk vrb
align on SOC2 readiness		phrase_flag	2	use plain wording		bulk vrb
double down on strategy		phrase_flag	2	use plain wording		bulk vrb
double down on execution		phrase_flag	2	use plain wording		bulk vrb
double down on priorities		phrase_flag	2	use plain wording		bulk vrb
double down on roadmap		phrase_flag	2	use plain wording		bulk vrb
double down on vision		phrase_flag	2	use plain wording		bulk vrb
double down on narrative		phrase_flag	2	use plain wording		bulk vrb
double down on thesis		phrase_flag	2	use plain wording		bulk vrb
double down on charter		phrase_flag	2	use plain wording		bulk vrb
double down on principles		phrase_flag	2	use plain wording		bulk vrb
double down on tradeoffs		phrase_flag	2	use plain wording		bulk vrb
double down on dependencies		phrase_flag	2	use plain wording		bulk vrb
double down on assumptions		phrase_flag	2	use plain wording		bulk vrb
double down on risks		phrase_flag	2	use plain wording		bulk vrb
double down on mitigations		phrase_flag	2	use plain wording		bulk vrb
double down on rollout		phrase_flag	2	use plain wording		bulk vrb
double down on launch		phrase_flag	2	use plain wording		bulk vrb
double down on pilot		phrase_flag	2	use plain wording		bulk vrb
double down on beta		phrase_flag	2	use plain wording		bulk vrb
double down on GA plan		phrase_flag	2	use plain wording		bulk vrb
double down on GTM motion		phrase_flag	2	use plain wording		bulk vrb
double down on ICP		phrase_flag	2	use plain wording		bulk vrb
double down on TAM		phrase_flag	2	use plain wording		bulk vrb
double down on SAM		phrase_flag	2	use plain wording		bulk vrb
double down on SOM		phrase_flag	2	use plain wording		bulk vrb
double down on ARR target		phrase_flag	2	use plain wording		bulk vrb
double down on NRR goal		phrase_flag	2	use plain wording		bulk vrb
double down on GDRP posture		phrase_flag	2	use plain wording		bulk vrb
double down on SOC2 readiness		phrase_flag	2	use plain wording		bulk vrb
lean into strategy		phrase_flag	2	use plain wording		bulk vrb
lean into execution		phrase_flag	2	use plain wording		bulk vrb
lean into priorities		phrase_flag	2	use plain wording		bulk vrb
lean into roadmap		phrase_flag	2	use plain wording		bulk vrb
lean into vision		phrase_flag	2	use plain wording		bulk vrb
lean into narrative		phrase_flag	2	use plain wording		bulk vrb
lean into thesis		phrase_flag	2	use plain wording		bulk vrb
lean into charter		phrase_flag	2	use plain wording		bulk vrb
lean into principles		phrase_flag	2	use plain wording		bulk vrb
lean into tradeoffs		phrase_flag	2	use plain wording		bulk vrb
lean into dependencies		phrase_flag	2	use plain wording		bulk vrb
lean into assumptions		phrase_flag	2	use plain wording		bulk vrb
lean into risks		phrase_flag	2	use plain wording		bulk vrb
lean into mitigations		phrase_flag	2	use plain wording		bulk vrb
lean into rollout		phrase_flag	2	use plain wording		bulk vrb
lean into launch		phrase_flag	2	use plain wording		bulk vrb
lean into pilot		phrase_flag	2	use plain wording		bulk vrb
lean into beta		phrase_flag	2	use plain wording		bulk vrb
lean into GA plan		phrase_flag	2	use plain wording		bulk vrb
lean into GTM motion		phrase_flag	2	use plain wording		bulk vrb
lean into ICP		phrase_flag	2	use plain wording		bulk vrb
lean into TAM		phrase_flag	2	use plain wording		bulk vrb
lean into SAM		phrase_flag	2	use plain wording		bulk vrb
lean into SOM		phrase_flag	2	use plain wording		bulk vrb
lean into ARR target		phrase_flag	2	use plain wording		bulk vrb
lean into NRR goal		phrase_flag	2	use plain wording		bulk vrb
lean into GDRP posture		phrase_flag	2	use plain wording		bulk vrb
lean into SOC2 readiness		phrase_flag	2	use plain wording		bulk vrb
ladder up to strategy		phrase_flag	2	use plain wording		bulk vrb
ladder up to execution		phrase_flag	2	use plain wording		bulk vrb
ladder up to priorities		phrase_flag	2	use plain wording		bulk vrb
ladder up to roadmap		phrase_flag	2	use plain wording		bulk vrb
ladder up to vision		phrase_flag	2	use plain wording		bulk vrb
ladder up to narrative		phrase_flag	2	use plain wording		bulk vrb
ladder up to thesis		phrase_flag	2	use plain wording		bulk vrb
ladder up to charter		phrase_flag	2	use plain wording		bulk vrb
ladder up to principles		phrase_flag	2	use plain wording		bulk vrb
ladder up to tradeoffs		phrase_flag	2	use plain wording		bulk vrb
ladder up to dependencies		phrase_flag	2	use plain wording		bulk vrb
ladder up to assumptions		phrase_flag	2	use plain wording		bulk vrb
ladder up to risks		phrase_flag	2	use plain wording		bulk vrb
ladder up to mitigations		phrase_flag	2	use plain wording		bulk vrb
ladder up to rollout		phrase_flag	2	use plain wording		bulk vrb
ladder up to launch		phrase_flag	2	use plain wording		bulk vrb
ladder up to pilot		phrase_flag	2	use plain wording		bulk vrb
ladder up to beta		phrase_flag	2	use plain wording		bulk vrb
ladder up to GA plan		phrase_flag	2	use plain wording		bulk vrb
ladder up to GTM motion		phrase_flag	2	use plain wording		bulk vrb
ladder up to ICP		phrase_flag	2	use plain wording		bulk vrb
ladder up to TAM		phrase_flag	2	use plain wording		bulk vrb
ladder up to SAM		phrase_flag	2	use plain wording		bulk vrb
ladder up to SOM		phrase_flag	2	use plain wording		bulk vrb
ladder up to ARR target		phrase_flag	2	use plain wording		bulk vrb
ladder up to NRR goal		phrase_flag	2	use plain wording		bulk vrb
ladder up to GDRP posture		phrase_flag	2	use plain wording		bulk vrb
ladder up to SOC2 readiness		phrase_flag	2	use plain wording		bulk vrb
pressure-test strategy		phrase_flag	2	use plain wording		bulk vrb
pressure-test execution		phrase_flag	2	use plain wording		bulk vrb
pressure-test priorities		phrase_flag	2	use plain wording		bulk vrb
pressure-test roadmap		phrase_flag	2	use plain wording		bulk vrb
pressure-test vision		phrase_flag	2	use plain wording		bulk vrb
pressure-test narrative		phrase_flag	2	use plain wording		bulk vrb
pressure-test thesis		phrase_flag	2	use plain wording		bulk vrb
pressure-test charter		phrase_flag	2	use plain wording		bulk vrb
pressure-test principles		phrase_flag	2	use plain wording		bulk vrb
pressure-test tradeoffs		phrase_flag	2	use plain wording		bulk vrb
pressure-test dependencies		phrase_flag	2	use plain wording		bulk vrb
pressure-test assumptions		phrase_flag	2	use plain wording		bulk vrb
pressure-test risks		phrase_flag	2	use plain wording		bulk vrb
pressure-test mitigations		phrase_flag	2	use plain wording		bulk vrb
pressure-test rollout		phrase_flag	2	use plain wording		bulk vrb
pressure-test launch		phrase_flag	2	use plain wording		bulk vrb
pressure-test pilot		phrase_flag	2	use plain wording		bulk vrb
pressure-test beta		phrase_flag	2	use plain wording		bulk vrb
pressure-test GA plan		phrase_flag	2	use plain wording		bulk vrb
pressure-test GTM motion		phrase_flag	2	use plain wording		bulk vrb
pressure-test ICP		phrase_flag	2	use plain wording		bulk vrb
pressure-test TAM		phrase_flag	2	use plain wording		bulk vrb
pressure-test SAM		phrase_flag	2	use plain wording		bulk vrb
pressure-test SOM		phrase_flag	2	use plain wording		bulk vrb
pressure-test ARR target		phrase_flag	2	use plain wording		bulk vrb
pressure-test NRR goal		phrase_flag	2	use plain wording		bulk vrb
pressure-test GDRP posture		phrase_flag	2	use plain wording		bulk vrb
pressure-test SOC2 readiness		phrase_flag	2	use plain wording		bulk vrb
sense-check strategy		phrase_flag	2	use plain wording		bulk vrb
sense-check execution		phrase_flag	2	use plain wording		bulk vrb
sense-check priorities		phrase_flag	2	use plain wording		bulk vrb
sense-check roadmap		phrase_flag	2	use plain wording		bulk vrb
sense-check vision		phrase_flag	2	use plain wording		bulk vrb
sense-check narrative		phrase_flag	2	use plain wording		bulk vrb
sense-check thesis		phrase_flag	2	use plain wording		bulk vrb
sense-check charter		phrase_flag	2	use plain wording		bulk vrb
sense-check principles		phrase_flag	2	use plain wording		bulk vrb
sense-check tradeoffs		phrase_flag	2	use plain wording		bulk vrb
sense-check dependencies		phrase_flag	2	use plain wording		bulk vrb
sense-check assumptions		phrase_flag	2	use plain wording		bulk vrb
sense-check risks		phrase_flag	2	use plain wording		bulk vrb
sense-check mitigations		phrase_flag	2	use plain wording		bulk vrb
sense-check rollout		phrase_flag	2	use plain wording		bulk vrb
sense-check launch		phrase_flag	2	use plain wording		bulk vrb
sense-check pilot		phrase_flag	2	use plain wording		bulk vrb
sense-check beta		phrase_flag	2	use plain wording		bulk vrb
sense-check GA plan		phrase_flag	2	use plain wording		bulk vrb
sense-check GTM motion		phrase_flag	2	use plain wording		bulk vrb
sense-check ICP		phrase_flag	2	use plain wording		bulk vrb
sense-check TAM		phrase_flag	2	use plain wording		bulk vrb
sense-check SAM		phrase_flag	2	use plain wording		bulk vrb
sense-check SOM		phrase_flag	2	use plain wording		bulk vrb
sense-check ARR target		phrase_flag	2	use plain wording		bulk vrb
sense-check NRR goal		phrase_flag	2	use plain wording		bulk vrb
sense-check GDRP posture		phrase_flag	2	use plain wording		bulk vrb
sense-check SOC2 readiness		phrase_flag	2	use plain wording		bulk vrb
socialize strategy		phrase_flag	2	use plain wording		bulk vrb
socialize execution		phrase_flag	2	use plain wording		bulk vrb
socialize priorities		phrase_flag	2	use plain wording		bulk vrb
socialize roadmap		phrase_flag	2	use plain wording		bulk vrb
socialize vision		phrase_flag	2	use plain wording		bulk vrb
socialize narrative		phrase_flag	2	use plain wording		bulk vrb
socialize thesis		phrase_flag	2	use plain wording		bulk vrb
socialize charter		phrase_flag	2	use plain wording		bulk vrb
socialize principles		phrase_flag	2	use plain wording		bulk vrb
socialize tradeoffs		phrase_flag	2	use plain wording		bulk vrb
socialize dependencies		phrase_flag	2	use plain wording		bulk vrb
socialize assumptions		phrase_flag	2	use plain wording		bulk vrb
socialize risks		phrase_flag	2	use plain wording		bulk vrb
socialize mitigations		phrase_flag	2	use plain wording		bulk vrb
socialize rollout		phrase_flag	2	use plain wording		bulk vrb
socialize launch		phrase_flag	2	use plain wording		bulk vrb
socialize pilot		phrase_flag	2	use plain wording		bulk vrb
socialize beta		phrase_flag	2	use plain wording		bulk vrb
socialize GA plan		phrase_flag	2	use plain wording		bulk vrb
socialize GTM motion		phrase_flag	2	use plain wording		bulk vrb
socialize ICP		phrase_flag	2	use plain wording		bulk vrb
socialize TAM		phrase_flag	2	use plain wording		bulk vrb
socialize SAM		phrase_flag	2	use plain wording		bulk vrb
socialize SOM		phrase_flag	2	use plain wording		bulk vrb
socialize ARR target		phrase_flag	2	use plain wording		bulk vrb
socialize NRR goal		phrase_flag	2	use plain wording		bulk vrb
socialize GDRP posture		phrase_flag	2	use plain wording		bulk vrb
socialize SOC2 readiness		phrase_flag	2	use plain wording		bulk vrb
land the strategy		phrase_flag	2	use plain wording		bulk vrb
land the execution		phrase_flag	2	use plain wording		bulk vrb
land the priorities		phrase_flag	2	use plain wording		bulk vrb
land the roadmap		phrase_flag	2	use plain wording		bulk vrb
land the vision		phrase_flag	2	use plain wording		bulk vrb
land the narrative		phrase_flag	2	use plain wording		bulk vrb
land the thesis		phrase_flag	2	use plain wording		bulk vrb
land the charter		phrase_flag	2	use plain wording		bulk vrb
land the principles		phrase_flag	2	use plain wording		bulk vrb
land the tradeoffs		phrase_flag	2	use plain wording		bulk vrb
land the dependencies		phrase_flag	2	use plain wording		bulk vrb
land the assumptions		phrase_flag	2	use plain wording		bulk vrb
land the risks		phrase_flag	2	use plain wording		bulk vrb
